Index|Query
Q282|SELECT * WHERE { ?x <http://dbpedia.org/property/wickets> ?y .} LIMIT 100000
Q283|SELECT * WHERE { ?x <http://dbpedia.org/property/s> ?y .} LIMIT 100000
Q284|SELECT * WHERE { ?x <http://dbpedia.org/property/area> ?y .} LIMIT 100000
Q285|SELECT * WHERE { ?x <http://dbpedia.org/property/h> ?y .} LIMIT 100000
Q286|SELECT * WHERE { ?x <http://dbpedia.org/property/binomial> ?y .} LIMIT 100000
Q287|SELECT * WHERE { ?x <http://dbpedia.org/property/recorded> ?y .} LIMIT 100000
Q288|SELECT * WHERE { ?x <http://dbpedia.org/ontology/owner> ?y .} LIMIT 100000
Q289|SELECT * WHERE { ?x <http://dbpedia.org/property/body> ?y .} LIMIT 100000
Q290|SELECT * WHERE { ?x <http://dbpedia.org/property/district> ?y .} LIMIT 100000
Q291|SELECT * WHERE { ?x <http://dbpedia.org/property/binomialAuthority> ?y .} LIMIT 100000
Q292|SELECT * WHERE { ?x <http://dbpedia.org/ontology/length> ?y .} LIMIT 100000
Q293|SELECT * WHERE { ?x <http://dbpedia.org/ontology/knownFor> ?y .} LIMIT 100000
Q294|SELECT * WHERE { ?x <http://dbpedia.org/property/founded> ?y .} LIMIT 100000
Q295|SELECT * WHERE { ?x <http://dbpedia.org/property/blankInfo> ?y .} LIMIT 100000
Q296|SELECT * WHERE { ?x <http://dbpedia.org/property/route> ?y .} LIMIT 100000
Q297|SELECT * WHERE { ?x <http://dbpedia.org/property/markTitle> ?y .} LIMIT 100000
Q298|SELECT * WHERE { ?x <http://dbpedia.org/ontology/genus> ?y .} LIMIT 100000
Q299|SELECT * WHERE { ?x <http://dbpedia.org/property/origin> ?y .} LIMIT 100000
Q300|SELECT * WHERE { ?x <http://dbpedia.org/property/operator> ?y .} LIMIT 100000
Q301|SELECT * WHERE { ?x <http://dbpedia.org/property/elevationFt> ?y .} LIMIT 100000
Q302|SELECT * WHERE { ?x <http://dbpedia.org/property/establishedTitle> ?y .} LIMIT 100000
Q303|SELECT * WHERE { ?x <http://dbpedia.org/property/platforms> ?y .} LIMIT 100000
Q304|SELECT * WHERE { ?x <http://dbpedia.org/ontology/areaWater> ?y .} LIMIT 100000
Q305|SELECT * WHERE { ?x <http://dbpedia.org/property/commander> ?y .} LIMIT 100000
Q306|SELECT * WHERE { ?x <http://dbpedia.org/property/headquarters> ?y .} LIMIT 100000
Q307|SELECT * WHERE { ?x <http://dbpedia.org/property/rebounds> ?y .} LIMIT 100000
Q308|SELECT * WHERE { ?x <http://dbpedia.org/ontology/area> ?y .} LIMIT 100000
Q309|SELECT * WHERE { ?x <http://dbpedia.org/property/socks> ?y .} LIMIT 100000
Q310|SELECT * WHERE { ?x <http://dbpedia.org/property/demographics1Title> ?y .} LIMIT 100000
Q311|SELECT * WHERE { ?x <http://dbpedia.org/property/rightarm> ?y .} LIMIT 100000
Q312|SELECT * WHERE { ?x <http://dbpedia.org/property/leftarm> ?y .} LIMIT 100000
Q313|SELECT * WHERE { ?x <http://dbpedia.org/property/term> ?y .} LIMIT 100000
Q314|SELECT * WHERE { ?x <http://dbpedia.org/property/next> ?y .} LIMIT 100000
Q315|SELECT * WHERE { ?x <http://dbpedia.org/property/editing> ?y .} LIMIT 100000
Q316|SELECT * WHERE { ?x <http://dbpedia.org/property/try> ?y .} LIMIT 100000
Q317|SELECT * WHERE { ?x <http://dbpedia.org/property/color> ?y .} LIMIT 100000
Q318|SELECT * WHERE { ?x <http://dbpedia.org/property/shorts> ?y .} LIMIT 100000
Q319|SELECT * WHERE { ?x <http://dbpedia.org/property/industry> ?y .} LIMIT 100000
Q320|SELECT * WHERE { ?x <http://dbpedia.org/property/patternB> ?y .} LIMIT 100000
Q321|SELECT * WHERE { ?x <http://dbpedia.org/property/road> ?y .} LIMIT 100000
Q322|SELECT * WHERE { ?x <http://dbpedia.org/property/statusSystem> ?y .} LIMIT 100000
Q323|SELECT * WHERE { ?x <http://dbpedia.org/property/home> ?y .} LIMIT 100000
Q324|SELECT * WHERE { ?x <http://dbpedia.org/property/assist> ?y .} LIMIT 100000
Q325|SELECT * WHERE { ?x <http://dbpedia.org/property/seats> ?y .} LIMIT 100000
Q326|SELECT * WHERE { ?x <http://dbpedia.org/property/overall> ?y .} LIMIT 100000
Q327|SELECT * WHERE { ?x <http://dbpedia.org/property/nickname> ?y .} LIMIT 100000
Q328|SELECT * WHERE { ?x <http://xmlns.com/foaf/0.1/nick> ?y .} LIMIT 100000
Q329|SELECT * WHERE { ?x <http://dbpedia.org/property/weight> ?y .} LIMIT 100000
Q330|SELECT * WHERE { ?x <http://dbpedia.org/property/demographics1Info> ?y .} LIMIT 100000
Q331|SELECT * WHERE { ?x <http://dbpedia.org/ontology/alias> ?y .} LIMIT 100000
Q332|SELECT * WHERE { ?x <http://dbpedia.org/property/pastMembers> ?y .} LIMIT 100000
Q333|SELECT * WHERE { ?x <http://dbpedia.org/property/subdivision> ?y .} LIMIT 100000
Q334|SELECT * WHERE { ?x <http://dbpedia.org/ontology/publisher> ?y .} LIMIT 100000
Q335|SELECT * WHERE { ?x <http://dbpedia.org/property/currentMembers> ?y .} LIMIT 100000
Q336|SELECT * WHERE { ?x <http://dbpedia.org/ontology/hometown> ?y .} LIMIT 100000
Q337|SELECT * WHERE { ?x <http://dbpedia.org/property/author> ?y .} LIMIT 100000
Q338|SELECT * WHERE { ?x <http://dbpedia.org/property/rank> ?y .} LIMIT 100000
Q339|SELECT * WHERE { ?x <http://dbpedia.org/ontology/constituencyDistrict> ?y .} LIMIT 100000
Q340|SELECT * WHERE { ?x <http://dbpedia.org/property/manager> ?y .} LIMIT 100000
Q341|SELECT * WHERE { ?x <http://dbpedia.org/ontology/headquarter> ?y .} LIMIT 100000
Q342|SELECT * WHERE { ?x <http://dbpedia.org/property/establishedDate> ?y .} LIMIT 100000
Q343|SELECT * WHERE { ?x <http://dbpedia.org/ontology/spouse> ?y .} LIMIT 100000
Q344|SELECT * WHERE { ?x <http://dbpedia.org/property/place> ?y .} LIMIT 100000
Q345|SELECT * WHERE { ?x <http://dbpedia.org/property/products> ?y .} LIMIT 100000
Q346|SELECT * WHERE { ?x <http://dbpedia.org/property/record> ?y .} LIMIT 100000
Q347|SELECT * WHERE { ?x <http://dbpedia.org/property/county> ?y .} LIMIT 100000
Q348|SELECT * WHERE { ?x <http://www.w3.org/2002/07/owl#sameAs> ?y .} LIMIT 100000
Q349|SELECT * WHERE { ?x <http://dbpedia.org/ontology/commander> ?y .} LIMIT 100000
Q350|SELECT * WHERE { ?x <http://dbpedia.org/property/clubnumber> ?y .} LIMIT 100000
Q351|SELECT * WHERE { ?x <http://dbpedia.org/property/dates> ?y .} LIMIT 100000
Q352|SELECT * WHERE { ?x <http://dbpedia.org/property/locmapin> ?y .} LIMIT 100000
Q353|SELECT * WHERE { ?x <http://dbpedia.org/property/popularVote> ?y .} LIMIT 100000
Q354|SELECT * WHERE { ?x <http://dbpedia.org/ontology/industry> ?y .} LIMIT 100000
Q355|SELECT * WHERE { ?x <http://dbpedia.org/ontology/imdbId> ?y .} LIMIT 100000
Q356|SELECT * WHERE { ?x <http://dbpedia.org/ontology/distributor> ?y .} LIMIT 100000
Q357|SELECT * WHERE { ?x <http://dbpedia.org/property/founder> ?y .} LIMIT 100000
Q358|SELECT * WHERE { ?x <http://dbpedia.org/property/heightIn> ?y .} LIMIT 100000
Q359|SELECT * WHERE { ?x <http://dbpedia.org/ontology/author> ?y .} LIMIT 100000
Q360|SELECT * WHERE { ?x <http://dbpedia.org/property/nextseason> ?y .} LIMIT 100000
Q361|SELECT * WHERE { ?x <http://dbpedia.org/ontology/nrhpReferenceNumber> ?y .} LIMIT 100000
Q362|SELECT * WHERE { ?x <http://dbpedia.org/ontology/academicDiscipline> ?y .} LIMIT 100000
Q363|SELECT * WHERE { ?x <http://dbpedia.org/property/totalType> ?y .} LIMIT 100000
Q364|SELECT * WHERE { ?x <http://dbpedia.org/property/workplaces> ?y .} LIMIT 100000
Q365|SELECT * WHERE { ?x <http://dbpedia.org/property/prevseason> ?y .} LIMIT 100000
Q366|SELECT * WHERE { ?x <http://dbpedia.org/property/mayor> ?y .} LIMIT 100000
Q367|SELECT * WHERE { ?x <http://dbpedia.org/ontology/musicComposer> ?y .} LIMIT 100000
Q368|SELECT * WHERE { ?x <http://dbpedia.org/property/heightFt> ?y .} LIMIT 100000
Q369|SELECT * WHERE { ?x <http://dbpedia.org/property/class> ?y .} LIMIT 100000
Q370|SELECT * WHERE { ?x <http://dbpedia.org/property/instrument> ?y .} LIMIT 100000
Q371|SELECT * WHERE { ?x <http://dbpedia.org/ontology/league> ?y .} LIMIT 100000
Q372|SELECT * WHERE { ?x <http://dbpedia.org/property/hb> ?y .} LIMIT 100000
Q373|SELECT * WHERE { ?x <http://dbpedia.org/ontology/motto> ?y .} LIMIT 100000
Q374|SELECT * WHERE { ?x <http://dbpedia.org/property/description> ?y .} LIMIT 100000
Q375|SELECT * WHERE { ?x <http://dbpedia.org/ontology/openingYear> ?y .} LIMIT 100000
Q376|SELECT * WHERE { ?x <http://dbpedia.org/property/residence> ?y .} LIMIT 100000
Q377|SELECT * WHERE { ?x <http://dbpedia.org/property/added> ?y .} LIMIT 100000
Q378|SELECT * WHERE { ?x <http://www.w3.org/2000/01/rdf-schema#subPropertyOf> ?y .} LIMIT 100000
Q379|SELECT * WHERE { ?x <http://dbpedia.org/ontology/militaryCommand> ?y .} LIMIT 100000
Q380|SELECT * WHERE { ?x <http://dbpedia.org/property/commonscat> ?y .} LIMIT 100000
Q381|SELECT * WHERE { ?x <http://dbpedia.org/property/foundation> ?y .} LIMIT 100000
Q382|SELECT * WHERE { ?x <http://dbpedia.org/ontology/product> ?y .} LIMIT 100000
Q383|SELECT * WHERE { ?x <http://dbpedia.org/property/branch> ?y .} LIMIT 100000
Q384|SELECT * WHERE { ?x <http://dbpedia.org/property/opened> ?y .} LIMIT 100000
Q385|SELECT * WHERE { ?x <http://dbpedia.org/property/patternLa> ?y .} LIMIT 100000
Q386|SELECT * WHERE { ?x <http://dbpedia.org/property/patternRa> ?y .} LIMIT 100000
Q387|SELECT * WHERE { ?x <http://dbpedia.org/property/commands> ?y .} LIMIT 100000
Q388|SELECT * WHERE { ?x <http://dbpedia.org/property/background> ?y .} LIMIT 100000
Q389|SELECT * WHERE { ?x <http://dbpedia.org/property/relatives> ?y .} LIMIT 100000
Q390|SELECT * WHERE { ?x <http://dbpedia.org/property/motto> ?y .} LIMIT 100000
Q391|SELECT * WHERE { ?x <http://dbpedia.org/ontology/militaryBranch> ?y .} LIMIT 100000
Q392|SELECT * WHERE { ?x <http://dbpedia.org/property/leader> ?y .} LIMIT 100000
Q393|SELECT * WHERE { ?x <http://dbpedia.org/property/honorificPrefix> ?y .} LIMIT 100000
Q394|SELECT * WHERE { ?x <http://dbpedia.org/property/matches> ?y .} LIMIT 100000
Q395|SELECT * WHERE { ?x <http://dbpedia.org/property/areaTotalSqMi> ?y .} LIMIT 100000
Q396|SELECT * WHERE { ?x <http://dbpedia.org/ontology/computingPlatform> ?y .} LIMIT 100000
Q397|SELECT * WHERE { ?x <http://dbpedia.org/property/parents> ?y .} LIMIT 100000
Q398|SELECT * WHERE { ?x <http://dbpedia.org/property/president> ?y .} LIMIT 100000
Q399|SELECT * WHERE { ?x <http://dbpedia.org/ontology/child> ?y .} LIMIT 100000
Q400|SELECT * WHERE { ?x <http://dbpedia.org/property/headline> ?y .} LIMIT 100000
Q401|SELECT * WHERE { ?x <http://dbpedia.org/ontology/locatedInArea> ?y .} LIMIT 100000
Q402|SELECT * WHERE { ?x <http://dbpedia.org/property/architect> ?y .} LIMIT 100000
Q403|SELECT * WHERE { ?x <http://dbpedia.org/property/built> ?y .} LIMIT 100000
Q404|SELECT * WHERE { ?x <http://dbpedia.org/property/age> ?y .} LIMIT 100000
Q405|SELECT * WHERE { ?x <http://dbpedia.org/property/q> ?y .} LIMIT 100000
Q406|SELECT * WHERE { ?x <http://dbpedia.org/property/areaLandKm> ?y .} LIMIT 100000
Q407|SELECT * WHERE { ?x <http://dbpedia.org/property/line> ?y .} LIMIT 100000
Q408|SELECT * WHERE { ?x <http://dbpedia.org/ontology/yearOfConstruction> ?y .} LIMIT 100000
Q409|SELECT * WHERE { ?x <http://dbpedia.org/property/architecture> ?y .} LIMIT 100000
Q410|SELECT * WHERE { ?x <http://dbpedia.org/property/series> ?y .} LIMIT 100000
Q411|SELECT * WHERE { ?x <http://dbpedia.org/ontology/residence> ?y .} LIMIT 100000
Q412|SELECT * WHERE { ?x <http://dbpedia.org/property/blank1Name> ?y .} LIMIT 100000
Q413|SELECT * WHERE { ?x <http://dbpedia.org/property/areaKm> ?y .} LIMIT 100000
Q414|SELECT * WHERE { ?x <http://dbpedia.org/ontology/stateOfOrigin> ?y .} LIMIT 100000
Q415|SELECT * WHERE { ?x <http://dbpedia.org/property/text> ?y .} LIMIT 100000
Q416|SELECT * WHERE { ?x <http://dbpedia.org/property/bot> ?y .} LIMIT 100000
Q417|SELECT * WHERE { ?x <http://dbpedia.org/ontology/manufacturer> ?y .} LIMIT 100000
Q418|SELECT * WHERE { ?x <http://dbpedia.org/property/populationDensitySqMi> ?y .} LIMIT 100000
Q419|SELECT * WHERE { ?x <http://dbpedia.org/property/clubUpdate> ?y .} LIMIT 100000
Q420|SELECT * WHERE { ?x <http://dbpedia.org/property/displayParents> ?y .} LIMIT 100000
Q421|SELECT * WHERE { ?x <http://dbpedia.org/property/teams> ?y .} LIMIT 100000
Q422|SELECT * WHERE { ?x <http://dbpedia.org/property/areaLandSqMi> ?y .} LIMIT 100000
Q423|SELECT * WHERE { ?x <http://dbpedia.org/property/mapType> ?y .} LIMIT 100000
Q424|SELECT * WHERE { ?x <http://dbpedia.org/property/areaWaterSqMi> ?y .} LIMIT 100000
Q425|SELECT * WHERE { ?x <http://dbpedia.org/property/network> ?y .} LIMIT 100000
Q426|SELECT * WHERE { ?x <http://dbpedia.org/property/pushpinMapsize> ?y .} LIMIT 100000
Q427|SELECT * WHERE { ?x <http://dbpedia.org/property/highSchool> ?y .} LIMIT 100000
Q428|SELECT * WHERE { ?x <http://dbpedia.org/property/_> ?y .} LIMIT 100000
Q429|SELECT * WHERE { ?x <http://dbpedia.org/ontology/time> ?y .} LIMIT 100000
Q430|SELECT * WHERE { ?x <http://dbpedia.org/property/align> ?y .} LIMIT 100000
Q431|SELECT * WHERE { ?x <http://dbpedia.org/property/issue> ?y .} LIMIT 100000
Q432|SELECT * WHERE { ?x <http://dbpedia.org/property/previous> ?y .} LIMIT 100000
Q433|SELECT * WHERE { ?x <http://dbpedia.org/property/data> ?y .} LIMIT 100000
Q434|SELECT * WHERE { ?x <http://dbpedia.org/property/n> ?y .} LIMIT 100000
Q435|SELECT * WHERE { ?x <http://dbpedia.org/ontology/parent> ?y .} LIMIT 100000
Q436|SELECT * WHERE { ?x <http://dbpedia.org/property/portal> ?y .} LIMIT 100000
Q437|SELECT * WHERE { ?x <http://dbpedia.org/property/statlabel> ?y .} LIMIT 100000
Q438|SELECT * WHERE { ?x <http://dbpedia.org/ontology/ground> ?y .} LIMIT 100000
Q439|SELECT * WHERE { ?x <http://dbpedia.org/property/subdivisionRanks> ?y .} LIMIT 100000
Q440|SELECT * WHERE { ?x <http://dbpedia.org/property/style> ?y .} LIMIT 100000
Q441|SELECT * WHERE { ?x <http://dbpedia.org/property/developer> ?y .} LIMIT 100000
Q442|SELECT * WHERE { ?x <http://dbpedia.org/property/order> ?y .} LIMIT 100000
Q443|SELECT * WHERE { ?x <http://www.w3.org/2004/02/skos/core#related> ?y .} LIMIT 100000
Q444|SELECT * WHERE { ?x <http://dbpedia.org/property/reference> ?y .} LIMIT 100000
Q445|SELECT * WHERE { ?x <http://dbpedia.org/ontology/status> ?y .} LIMIT 100000
Q446|SELECT * WHERE { ?x <http://dbpedia.org/ontology/institution> ?y .} LIMIT 100000
Q447|SELECT * WHERE { ?x <http://dbpedia.org/property/coachYears> ?y .} LIMIT 100000
Q448|SELECT * WHERE { ?x <http://dbpedia.org/property/r> ?y .} LIMIT 100000
Q449|SELECT * WHERE { ?x <http://dbpedia.org/property/unrankedSuperfamilia> ?y .} LIMIT 100000
Q450|SELECT * WHERE { ?x <http://dbpedia.org/property/areaWaterKm> ?y .} LIMIT 100000
Q451|SELECT * WHERE { ?x <http://dbpedia.org/ontology/PopulatedPlace/area> ?y .} LIMIT 100000
Q452|SELECT * WHERE { ?x <http://dbpedia.org/property/blank1Info> ?y .} LIMIT 100000
Q453|SELECT * WHERE { ?x <http://dbpedia.org/property/terminusB> ?y .} LIMIT 100000
Q454|SELECT * WHERE { ?x <http://dbpedia.org/property/manufacturer> ?y .} LIMIT 100000
Q455|SELECT * WHERE { ?x <http://dbpedia.org/property/terminusA> ?y .} LIMIT 100000
Q456|SELECT * WHERE { ?x <http://dbpedia.org/ontology/artist> ?y .} LIMIT 100000
Q457|SELECT * WHERE { ?x <http://dbpedia.org/property/pcupdate> ?y .} LIMIT 100000
Q458|SELECT * WHERE { ?x <http://dbpedia.org/property/field> ?y .} LIMIT 100000
Q459|SELECT * WHERE { ?x <http://dbpedia.org/property/demographicsType> ?y .} LIMIT 100000
Q460|SELECT * WHERE { ?x <http://dbpedia.org/property/homepage> ?y .} LIMIT 100000
Q461|SELECT * WHERE { ?x <http://dbpedia.org/property/rd4Seed> ?y .} LIMIT 100000
Q462|SELECT * WHERE { ?x <http://dbpedia.org/property/population> ?y .} LIMIT 100000
Q463|SELECT * WHERE { ?x <http://dbpedia.org/ontology/primeMinister> ?y .} LIMIT 100000
Q464|SELECT * WHERE { ?x <http://dbpedia.org/ontology/president> ?y .} LIMIT 100000
Q465|SELECT * WHERE { ?x <http://dbpedia.org/property/casualties> ?y .} LIMIT 100000
Q466|SELECT * WHERE { ?x <http://dbpedia.org/ontology/foundingDate> ?y .} LIMIT 100000
Q467|SELECT * WHERE { ?x <http://dbpedia.org/property/statvalue> ?y .} LIMIT 100000
Q468|SELECT * WHERE { ?x <http://dbpedia.org/ontology/maximumElevation> ?y .} LIMIT 100000
Q469|SELECT * WHERE { ?x <http://dbpedia.org/property/canton> ?y .} LIMIT 100000
Q470|SELECT * WHERE { ?x <http://dbpedia.org/ontology/combatant> ?y .} LIMIT 100000
Q471|SELECT * WHERE { ?x <http://dbpedia.org/property/pushpinLabel> ?y .} LIMIT 100000
Q472|SELECT * WHERE { ?x <http://dbpedia.org/property/fam> ?y .} LIMIT 100000
Q473|SELECT * WHERE { ?x <http://dbpedia.org/property/coachTeam> ?y .} LIMIT 100000
Q474|SELECT * WHERE { ?x <http://dbpedia.org/property/t> ?y .} LIMIT 100000
Q475|SELECT * WHERE { ?x <http://dbpedia.org/ontology/minimumElevation> ?y .} LIMIT 100000
Q476|SELECT * WHERE { ?x <http://dbpedia.org/property/playedFor> ?y .} LIMIT 100000
Q477|SELECT * WHERE { ?x <http://dbpedia.org/ontology/restingPlace> ?y .} LIMIT 100000
Q478|SELECT * WHERE { ?x <http://dbpedia.org/property/ribbon> ?y .} LIMIT 100000
Q479|SELECT * WHERE { ?x <http://dbpedia.org/property/insee> ?y .} LIMIT 100000
Q480|SELECT * WHERE { ?x <http://dbpedia.org/ontology/state> ?y .} LIMIT 100000
Q481|SELECT * WHERE { ?x <http://dbpedia.org/property/scorea> ?y .} LIMIT 100000
Q482|SELECT * WHERE { ?x <http://dbpedia.org/property/scoreb> ?y .} LIMIT 100000
Q483|SELECT * WHERE { ?x <http://dbpedia.org/property/elevationMaxM> ?y .} LIMIT 100000
Q484|SELECT * WHERE { ?x <http://dbpedia.org/ontology/architecturalStyle> ?y .} LIMIT 100000
Q485|SELECT * WHERE { ?x <http://dbpedia.org/property/race> ?y .} LIMIT 100000
Q486|SELECT * WHERE { ?x <http://dbpedia.org/property/designer> ?y .} LIMIT 100000
Q487|SELECT * WHERE { ?x <http://dbpedia.org/property/coach> ?y .} LIMIT 100000
Q488|SELECT * WHERE { ?x <http://dbpedia.org/property/ground> ?y .} LIMIT 100000
Q489|SELECT * WHERE { ?x <http://dbpedia.org/property/elevationMinM> ?y .} LIMIT 100000
Q490|SELECT * WHERE { ?x <http://dbpedia.org/ontology/strength> ?y .} LIMIT 100000
Q491|SELECT * WHERE { ?x <http://dbpedia.org/property/populationBlank1Title> ?y .} LIMIT 100000
Q492|SELECT * WHERE { ?x <http://dbpedia.org/property/umpires> ?y .} LIMIT 100000
Q493|SELECT * WHERE { ?x <http://dbpedia.org/property/constituency> ?y .} LIMIT 100000
Q494|SELECT * WHERE { ?x <http://dbpedia.org/property/translittitle> ?y .} LIMIT 100000
Q495|SELECT * WHERE { ?x <http://dbpedia.org/property/arrondissement> ?y .} LIMIT 100000
Q496|SELECT * WHERE { ?x <http://dbpedia.org/ontology/openingDate> ?y .} LIMIT 100000
Q497|SELECT * WHERE { ?x <http://dbpedia.org/property/serviceyears> ?y .} LIMIT 100000
Q498|SELECT * WHERE { ?x <http://dbpedia.org/property/format> ?y .} LIMIT 100000
Q499|SELECT * WHERE { ?x <http://dbpedia.org/property/confstanding> ?y .} LIMIT 100000
Q500|SELECT * WHERE { ?x <http://dbpedia.org/property/company> ?y .} LIMIT 100000
Q501|SELECT * WHERE { ?x <http://dbpedia.org/ontology/cinematography> ?y .} LIMIT 100000
Q502|SELECT * WHERE { ?x <http://dbpedia.org/ontology/inseeCode> ?y .} LIMIT 100000
Q503|SELECT * WHERE { ?x <http://dbpedia.org/property/areaCodeType> ?y .} LIMIT 100000
Q504|SELECT * WHERE { ?x <http://dbpedia.org/property/headCoach> ?y .} LIMIT 100000
Q505|SELECT * WHERE { ?x <http://dbpedia.org/property/executiveProducer> ?y .} LIMIT 100000
Q506|SELECT * WHERE { ?x <http://dbpedia.org/property/lyrics> ?y .} LIMIT 100000
Q507|SELECT * WHERE { ?x <http://dbpedia.org/property/end> ?y .} LIMIT 100000
Q508|SELECT * WHERE { ?x <http://dbpedia.org/property/related> ?y .} LIMIT 100000
Q509|SELECT * WHERE { ?x <http://dbpedia.org/property/logoSize> ?y .} LIMIT 100000
Q510|SELECT * WHERE { ?x <http://dbpedia.org/property/frequency> ?y .} LIMIT 100000
Q511|SELECT * WHERE { ?x <http://dbpedia.org/property/cup> ?y .} LIMIT 100000
Q512|SELECT * WHERE { ?x <http://dbpedia.org/property/profession> ?y .} LIMIT 100000
Q513|SELECT * WHERE { ?x <http://dbpedia.org/ontology/alternativeName> ?y .} LIMIT 100000
Q514|SELECT * WHERE { ?x <http://dbpedia.org/property/lengthMi> ?y .} LIMIT 100000
Q515|SELECT * WHERE { ?x <http://dbpedia.org/property/start> ?y .} LIMIT 100000
Q516|SELECT * WHERE { ?x <http://dbpedia.org/ontology/network> ?y .} LIMIT 100000
Q517|SELECT * WHERE { ?x <http://dbpedia.org/property/c> ?y .} LIMIT 100000
Q518|SELECT * WHERE { ?x <http://dbpedia.org/property/fixAttempted> ?y .} LIMIT 100000
Q519|SELECT * WHERE { ?x <http://dbpedia.org/property/capacity> ?y .} LIMIT 100000
Q520|SELECT * WHERE { ?x <http://dbpedia.org/property/communeStatus> ?y .} LIMIT 100000
Q521|SELECT * WHERE { ?x <http://dbpedia.org/property/parent> ?y .} LIMIT 100000
Q522|SELECT * WHERE { ?x <http://dbpedia.org/property/reason> ?y .} LIMIT 100000
Q523|SELECT * WHERE { ?x <http://dbpedia.org/property/allegiance> ?y .} LIMIT 100000
Q524|SELECT * WHERE { ?x <http://dbpedia.org/property/strength> ?y .} LIMIT 100000
Q525|SELECT * WHERE { ?x <http://dbpedia.org/ontology/politician> ?y .} LIMIT 100000
Q526|SELECT * WHERE { ?x <http://dbpedia.org/ontology/keyPerson> ?y .} LIMIT 100000
Q527|SELECT * WHERE { ?x <http://dbpedia.org/property/role> ?y .} LIMIT 100000
Q528|SELECT * WHERE { ?x <http://dbpedia.org/property/patternSh> ?y .} LIMIT 100000
Q529|SELECT * WHERE { ?x <http://dbpedia.org/property/totalLength> ?y .} LIMIT 100000
Q530|SELECT * WHERE { ?x <http://dbpedia.org/property/father> ?y .} LIMIT 100000
Q531|SELECT * WHERE { ?x <http://dbpedia.org/ontology/binomialAuthority> ?y .} LIMIT 100000
Q532|SELECT * WHERE { ?x <http://dbpedia.org/property/patternSo> ?y .} LIMIT 100000
Q533|SELECT * WHERE { ?x <http://dbpedia.org/property/junction> ?y .} LIMIT 100000
Q534|SELECT * WHERE { ?x <http://dbpedia.org/property/imageFlag> ?y .} LIMIT 100000
Q535|SELECT * WHERE { ?x <http://dbpedia.org/property/screenplay> ?y .} LIMIT 100000
Q536|SELECT * WHERE { ?x <http://dbpedia.org/property/link> ?y .} LIMIT 100000
Q537|SELECT * WHERE { ?x <http://dbpedia.org/ontology/serviceStartYear> ?y .} LIMIT 100000
Q538|SELECT * WHERE { ?x <http://dbpedia.org/property/notableWorks> ?y .} LIMIT 100000
Q539|SELECT * WHERE { ?x <http://dbpedia.org/property/sisterStations> ?y .} LIMIT 100000
Q540|SELECT * WHERE { ?x <http://dbpedia.org/property/events> ?y .} LIMIT 100000
Q541|SELECT * WHERE { ?x <http://dbpedia.org/property/photo> ?y .} LIMIT 100000
Q542|SELECT * WHERE { ?x <http://purl.org/dc/elements/1.1/publisher> ?y .} LIMIT 100000
Q543|SELECT * WHERE { ?x <http://dbpedia.org/property/imageShield> ?y .} LIMIT 100000
Q544|SELECT * WHERE { ?x <http://dbpedia.org/property/fields> ?y .} LIMIT 100000
Q545|SELECT * WHERE { ?x <http://dbpedia.org/property/locationCountry> ?y .} LIMIT 100000
Q546|SELECT * WHERE { ?x <http://dbpedia.org/property/swing> ?y .} LIMIT 100000
Q547|SELECT * WHERE { ?x <http://dbpedia.org/ontology/subsequentWork> ?y .} LIMIT 100000
Q548|SELECT * WHERE { ?x <http://dbpedia.org/property/showMedals> ?y .} LIMIT 100000
Q549|SELECT * WHERE { ?x <http://dbpedia.org/ontology/district> ?y .} LIMIT 100000
Q550|SELECT * WHERE { ?x <http://dbpedia.org/ontology/affiliation> ?y .} LIMIT 100000
Q551|SELECT * WHERE { ?x <http://dbpedia.org/property/bg> ?y .} LIMIT 100000
Q552|SELECT * WHERE { ?x <http://dbpedia.org/ontology/formerName> ?y .} LIMIT 100000
Q553|SELECT * WHERE { ?x <http://dbpedia.org/ontology/previousWork> ?y .} LIMIT 100000
Q554|SELECT * WHERE { ?x <http://dbpedia.org/ontology/relative> ?y .} LIMIT 100000
Q555|SELECT * WHERE { ?x <http://xmlns.com/foaf/0.1/givenName> ?y .} LIMIT 100000
Q1000|SELECT * WHERE { ?x <http://dbpedia.org/property/fatherName> ?y .} LIMIT 100000
Q556|SELECT * WHERE { ?x <http://dbpedia.org/property/lbs> ?y .} LIMIT 100000
Q557|SELECT * WHERE { ?x <http://dbpedia.org/property/mapSize> ?y .} LIMIT 100000
Q558|SELECT * WHERE { ?x <http://dbpedia.org/property/in> ?y .} LIMIT 100000
Q559|SELECT * WHERE { ?x <http://dbpedia.org/ontology/routeJunction> ?y .} LIMIT 100000
Q560|SELECT * WHERE { ?x <http://dbpedia.org/ontology/race> ?y .} LIMIT 100000
Q561|SELECT * WHERE { ?x <http://dbpedia.org/property/discipline> ?y .} LIMIT 100000
Q562|SELECT * WHERE { ?x <http://dbpedia.org/property/combatant> ?y .} LIMIT 100000
Q563|SELECT * WHERE { ?x <http://dbpedia.org/property/from> ?y .} LIMIT 100000
Q564|SELECT * WHERE { ?x <http://dbpedia.org/property/otherNames> ?y .} LIMIT 100000
Q565|SELECT * WHERE { ?x <http://dbpedia.org/property/areaServed> ?y .} LIMIT 100000
Q566|SELECT * WHERE { ?x <http://dbpedia.org/ontology/servingRailwayLine> ?y .} LIMIT 100000
